"campus","sample_type","sample_subtype","classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019","LOOKED2020","LOOKED2021","LOOKED2022","LOOKED2023","LOOKED2024"
"UCSB","QUAD","INVERT","STRPURAD","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","purpuratus","Strongylocentrotus purpuratus","WoRMS","240747","Purple Urchin adult","Not sampled in quadrats after 2003.",">2.5cm, test diameter","no","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","STRPURADCOVER","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","purpuratus","Strongylocentrotus purpuratus","WoRMS","240747","Purple Urchin % cover",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","STRPURREC","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","purpuratus","Strongylocentrotus purpuratus","WoRMS","240747","Purple Urchin recruit",NA,"<2.5cm, test diameter","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","STYMON","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","montereyensis","Styela montereyensis","WoRMS","240756","Stalked Tunicate","Not sampled in quadrats after 2002. This species group was sampled on swath transects starting in 2003",NA,"no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","TEGSPP","Animalia","Mollusca","Gastropoda","Trochida","Tegulidae","Tegula","spp","Tegula spp","WoRMS","413467","Turban snail",NA,NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","SIZEFREQ","INVERT","APOCAL","Animalia","Echinodermata","Holothuroidea","Synallactida","Stichopodidae","Apostichopus","californicus","Apostichopus californicus","WoRMS","529363","California Sea Cucumber",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no"
"UCSB","SIZEFREQ","INVERT","APOPAR","Animalia","Echinodermata","Holothuroidea","Synallactida","Stichopodidae","Apostichopus","parvimensis","Apostichopus parvimensis","WoRMS","529435","Warty Sea Cucumber",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no"
"UCSB","SIZEFREQ","INVERT","ASTARM","Animalia","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","armatus","Astropecten armatus","WoRMS","292851","Armored Sand Star",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no"
"UCSB","SIZEFREQ","INVERT","ASTSER","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Astrometis","sertulifera","Astrometis sertulifera","WoRMS","255044","Fragile Rainbow Star",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","no","no","no","no","no"
"UCSB","SIZEFREQ","INVERT","DERIMB","Animalia","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias","imbricata","Dermasterias imbricata","WoRMS","240771","Leather Star",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","yes","no","no","no","no","no","no"
"UCSC","SIZEFREQ","INVERT","DERIMB","Animalia","Echinodermata","Asteroidea","Valvatida","Asteropseidae","Dermasterias","imbricata","Dermasterias imbricata","WoRMS","240771","Leather Star",NA,">2.5cm, diameter","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","HALCRA","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","cracherodii","Haliotis cracherodii","WoRMS","405012","Black Abalone",NA,NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","HALFUL","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","fulgens","Haliotis fulgens","WoRMS","445325","Green Abalone",NA,NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","HALKAM","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","kamtschatkana","Haliotis kamtschatkana","WoRMS","405014","Pinto Abalone",NA,NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","HALKAM","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","kamtschatkana","Haliotis kamtschatkana","WoRMS","405014","Pinto Abalone",NA,NA,"no","no","no","no","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","HALRUF","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","rufescens","Haliotis rufescens","WoRMS","445357","Red Abalone",NA,NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","HALRUF","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","rufescens","Haliotis rufescens","WoRMS","445357","Red Abalone",NA,NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","HALSOR","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","sorenseni","Haliotis sorenseni","WoRMS","445362","White Abalone",NA,NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","HALSPP","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","spp","Haliotis","WoRMS","138050","Abalone Spp.",NA,NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","HALSPP","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","spp","Haliotis","WoRMS","138050","Abalone Spp.",NA,NA,"no","no","no","no","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","HALWAL","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","walallensis","Haliotis walallensis","WoRMS","445374","Flat Abalone",NA,NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","HALWAL","Animalia","Mollusca","Gastropoda","Lepetellida","Haliotidae","Haliotis","walallensis","Haliotis walallensis","WoRMS","445374","Flat Abalone",NA,NA,"no","no","no","no","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","HENLEV","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","leviuscula","Henricia leviuscula","WoRMS","369117","Blood Star",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","no","no","no","no","no"
"UCSC","SIZEFREQ","INVERT","HENLEV","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","leviuscula","Henricia leviuscula","WoRMS","369117","Blood Star","This species was counted on quadrats at southern California sites starting in 2000",">2.5cm, diameter","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","LEPHEX","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Leptasterias","hexactis","Leptasterias hexactis","WoRMS","369177","Six Arm Star",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","LYTPIC","Animalia","Echinodermata","Echinoidea","Camarodonta","Toxopneustidae","Lytechinus","pictus","Lytechinus pictus","WoRMS","513378","white urchin",NA,NA,"no","no","no","no","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","MEDAEQ","Animalia","Echinodermata","Asteroidea","Valvatida","Goniasteridae","Mediaster","aequalis","Mediaster aequalis","WoRMS","242160","Red Star",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","no","no","no","no","no"
"UCSC","SIZEFREQ","INVERT","MEDAEQ","Animalia","Echinodermata","Asteroidea","Valvatida","Goniasteridae","Mediaster","aequalis","Mediaster aequalis","WoRMS","242160","Red Star",NA,">2.5cm, diameter","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","MEGCRE","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Megathura","crenulata","Megathura crenulata","WoRMS","527885","Giant Key-Hole Limpet",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","SIZEFREQ","INVERT","MEGUND","Animalia","Mollusca","Gastropoda","Trochida","Turbinidae","Megastraea","undosa","Megastraea undosa","WoRMS","528084","Wavy Turban Snail",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","MESFRA","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","franciscanus","Mesocentrotus franciscanus","WoRMS","591102","Red Urchin - all sizes",NA,NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","no","no","no","no","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","MESFRA","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Mesocentrotus","franciscanus","Mesocentrotus franciscanus","WoRMS","591102","Red Urchin - all sizes",NA,NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","ORTKOE","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Orthasterias","koehleri","Orthasterias koehleri","WoRMS","255048","Rainbow Star",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no"
"UCSC","SIZEFREQ","INVERT","ORTKOE","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Orthasterias","koehleri","Orthasterias koehleri","WoRMS","255048","Rainbow Star",NA,">2.5cm, diameter","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","PATMIN","Animalia","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","miniata","Patiria miniata","WoRMS","382131","Bat Star",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","no","no","no","no","no"
"UCSC","SIZEFREQ","INVERT","PATMIN","Animalia","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","miniata","Patiria miniata","WoRMS","382131","Bat Star",NA,">2.5cm, diameter","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","PISBRE","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","brevispinus","Pisaster brevispinus","WoRMS","240757","Short Spined Star",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","PISBRE","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","brevispinus","Pisaster brevispinus","WoRMS","240757","Short Spined Star",NA,"all sizes","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","PISGIG","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","giganteus","Pisaster giganteus","WoRMS","240758","Giant Spined Star",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","PISGIG","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","giganteus","Pisaster giganteus","WoRMS","240758","Giant Spined Star",NA,"all sizes","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","PISOCH","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","ochraceus","Pisaster ochraceus","WoRMS","240755","Ochre Star",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","PISOCH","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","ochraceus","Pisaster ochraceus","WoRMS","240755","Ochre Star",NA,"all sizes","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","PISSPP","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","spp","Pisaster","WoRMS","240754","Pisaster spp. unidentified","Used starting in 2015 for recruits too small to ID to species.","all sizes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","POMGIB","Animalia","Mollusca","Gastropoda","Trochida","Turbinidae","Pomaulax","gibberosus","Pomaulax gibberosus","WoRMS","581670","Red Turban Snail",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no"
"UCSC","SIZEFREQ","INVERT","PYCHEL","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pycnopodia","helianthoides","Pycnopodia helianthoides","WoRMS","240764","Sunflower Star",NA,"all sizes","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","SOLSTI","Animalia","Echinodermata","Asteroidea","Valvatida","Solasteridae","Solaster","stimpsoni","Solaster stimpsoni","WoRMS","292729","Stimpson'S Sun Star",NA,">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SIZEFREQ","INVERT","STRPUR","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","purpuratus","Strongylocentrotus purpuratus","WoRMS","240747","Purple Urchin",NA,NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","yes","no","no","no","no","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","STRPUR","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","purpuratus","Strongylocentrotus purpuratus","WoRMS","240747","Purple Urchin",NA,NA,"no","no","no","no","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SIZEFREQ","INVERT","STYFOR","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Stylasterias","forreri","Stylasterias forreri","WoRMS","255062","Velcro Star",NA,">2.5cm, diameter","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","ALGAE","ALAMAR","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Alaria","marginata","Alaria marginata","WoRMS","371791","Alaria",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","ALAMAR","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Alaria","marginata","Alaria marginata","WoRMS","371791","Alaria",NA,"all sizes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","ALGAE","COSCOS","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Costaria","costata","Costaria costata","WoRMS","371985","Costaria","This species was sampled at northern California sites since 1999 but only at southern California sites starting in 2004",">10cm, width","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","COSCOS","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Costaria","costata","Costaria costata","WoRMS","371985","Costaria","This species was sampled at northern California sites since 1999 but only at southern California sites starting in 2004",">10cm, width","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","ALGAE","DICSPP","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Dictyoneurum","californicum/reticulatum","Dictyoneurum californicum/reticulatum","WoRMS","372515/503878","Dictyoneurum","Not sampled in swath surveys after 2000 (sampled UPC), delete. This species group was sampled on UPC trasects starting in 2001",NA,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","SWATH","ALGAE","DICSPP","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Dictyoneurum","californicum/reticulatum","Dictyoneurum californicum/reticulatum","WoRMS","372515/503878","Dictyoneurum","Not sampled in swath surveys after 2000 (sampled UPC). This species group was sampled on UPC trasects starting in 2001",NA,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","SWATH","ALGAE","EGRMEN","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Egregia","menziesii","Egregia menziesii","WoRMS","372502","Egregia","Not sampled in swath surveys after 2003 (sampled UPC). This species was only sampled in 1999, 2002, 2003 at southern California sites",NA,"yes","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","SWATH","ALGAE","EISARBAD","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Eisenia","arborea","Eisenia arborea","WoRMS","371990","Southern Sea Palm",NA,">30cm, stipe height","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","EISARBAD","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Eisenia","arborea","Eisenia arborea","WoRMS","371990","Southern Sea Palm","adult stipe height > 30cm.",">30cm, stipe height","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","ALGAE","EISARBADSUB","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Eisenia","arborea","Eisenia arborea","WoRMS","371990","Southern Sea Palm","This also includes individuals with stipe height >30cm, double counted as EISARBAD.",">30cm, total height","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","EISARBJUV","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Eisenia","arborea","Eisenia arborea","WoRMS","371990","Southern Sea Palm","Added in 2024 to measure kelp recruitment and to distinguish from other laminariales juveniles - EISARB recruit between the size at which it becomes identifyable to species and the point when it reaches 30 cm stipe length","<30cm, stipe height","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"UCSB","SWATH","ALGAE","LAMFAR","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","farlowii","Laminaria farlowii","WoRMS","372698","Oar Weed","This species was grouped as Laminaria spp. prior to 2002",">10cm, blade width","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","LAMFAR","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","farlowii","Laminaria farlowii","WoRMS","372698","Oar Weed","This species was grouped as Laminaria spp. prior to 2002",">10cm, blade width","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","LAMREC","Chromista","Ochrophyta","Phaeophyceae","Laminariales",NA,"NA","NA","Laminariales","WoRMS","845","Laminariales juvenile - smaller than can be ID'd as MACPYRJUV or other Laminariales spp.","Added in 2023 to measure kelp recruitment - laminariales recruit smaller than size at which MACPYR develops a ""ruffle"" making it identifyable to species","NA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes"
"UCSB","SWATH","ALGAE","LAMSETAD","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","setchellii","Laminaria setchellii","WoRMS","240748","Setchell's Kelp","This species was grouped as Laminaria spp. prior to 2003",">30cm, stipe height","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","LAMSETAD","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","setchellii","Laminaria setchellii","WoRMS","240748","Setchell's Kelp","This species was grouped as Laminaria spp. prior to 2003",">30cm, stipe height","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","ALGAE","LAMSETADSUB","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","setchellii","Laminaria setchellii","WoRMS","240748","Setchell's Kelp","This also includes individuals with stipe height >30cm, double counted as LAMSETAD",">30cm, total height","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","LAMSETJUV","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","setchellii","Laminaria setchellii","WoRMS","240748","Setchell's Kelp (<30cm stipe height)","Added in 2023 to measure kelp recruitment - LAMSET recruit between the size at which it becomes identifyable to species and the point when it reaches 30 cm stipe length","<30cm, stipe height","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes"
"UCSB","SWATH","ALGAE","LAMSPP","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","spp","Laminaria","WoRMS","144199","Setchell's Kelp","After 2001, species were ID'd and counted separately. This species group was split in 2002 into L. farlowii and L. setchellii",NA,"yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","SWATH","ALGAE","LAMSPP","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","spp","Laminaria","WoRMS","144199","Laminaria","After 2000, species were ID'd and counted separately. This species group was split in 2002 into L. farlowii and L. setchellii",NA,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","SWATH","ALGAE","LAMSTUMP","Chromista","Ochrophyta","Phaeophyceae","Laminariales",NA,"Laminariales","spp","Laminariales","WoRMS","845","Laminareales stump","Laminareales stump, presumably eaten by urchins. UCSC started recording this on 8/10/15 in response to newly abundant urchin grazing",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","SWATH","ALGAE","MACPYRAD","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","pyrifera","Macrocystis pyrifera","WoRMS","232231","Macrocystis",NA,">1m, stipe height","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","MACPYRAD","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","pyrifera","Macrocystis pyrifera","WoRMS","232231","Macrocystis","adult height > 1m (also used as a placeholder in swath data when no MACPYRAD were seen. The data shown are mean number of Macrocystis stipes/transect, not mean number of individuals",">1m, stipe height","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","SWATH","ALGAE","MACPYRJUV","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","pyrifera","Macrocystis pyrifera","WoRMS","232231","Macrocystis pyrifera, juvenile (split til 1m)","Added in 2023 to measure kelp recruitment - Macrocystis juvenile between the size at which it develops a ""split""  developing into two blades and the point when it reaches 1m stipe length","<1m, stipe height","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes"
