Date,mean_sst,Date_30,Date_60,SST_D30,SST_D60,SST_meanPLD_30,SST_maxPLD_30,SST_minPLD_30,SST_meanPLD_60,SST_maxPLD_60,SST_minPLD_60,SST_meanPLD_early,mean_sst_spawnwin,up_33,up_36,up_33_30,up_36_30,up_33_60,up_36_60,up33_meanPLD_30,up33_meanPLD_60,up36_meanPLD_30,up36_meanPLD_60,up33_meanPLD_early,up36_meanPLD_early,chla,chla_60,chla_meanPLD_30,chla_meanPLD_60,Mean_NPP,NPP_D30,NPP_D60,NPP_meanPLD_30,NPP_meanPLD_60,NPP_maxPLD_30,NPP_maxPLD_60,NPP_meanPLD_early,cuti_34,beuit_34N,cuti_30,beuti_30,cuti_60,beuti_60,cuti_maxPLD_30,cuti_maxPLD_60,cuti_meanPLD_30,cuti_meanPLD_60,beuti_maxPLD_30,beuti_maxPLD_60,beuti_meanPLD_30,beuti_meanPLD_60,cuti_meanPLD_early,beuti_meanPLD_early,slh_anom,slh_30,slh_60,slh_maxPLD_30,slh_maxPLD_60,slh_meanPLD_30,slh_meanPLD_60,slh_meanPLD_early
8/7/2007,18.50477909,7/8/2007,6/8/2007,16.38899554,13.11738518,16.90048203,18.50477909,15.23771482,15.77749314,18.50477909,12.59709173,14.65450426,16.23880166,140,66,125,81,133,92,98.8,114.25,61.76666667,91.88333333,129.7,122,7.311097927,11.61228953,2.218898978,4.129962115,2590,1192,6840,2290.533333,3392.033333,4223,7347,4493.533333,1.203,0.342,0.57,1.132,0.877,7.188,2.049,2.21,0.5818,0.720233333,2.505,8.838,0.4533,1.840516667,0.858666667,3.227733333,-45.34783,-16.2381,-81.09091,40.27273,40.27273,-23.63737934,-34.26995582,-44.9025323
8/8/2007,18.03288296,7/9/2007,6/9/2007,16.27723554,12.59709173,16.95900361,18.50477909,15.23771482,15.86808966,18.50477909,12.8383422,14.77717572,16.19342789,158,71,66,25,122,93,101.8666667,114.85,63.3,91.51666667,127.8333333,119.7333333,6.75210934,10.23204617,2.386238084,4.071963168,2579,1204,7265,2336.366667,3313.933333,4223,7347,4291.5,1.068,0.378,-0.086,-0.133,0.809,6.143,2.049,2.21,0.620266667,0.72455,2.505,8.838,0.470333333,1.744433333,0.828833333,3.018533333,-42.47826,-17.95238,-63.45455,40.27273,40.27273,-24.45490868,-33.92035099,-43.3857933
8/9/2007,17.42511233,7/10/2007,6/10/2007,16.09511614,12.8383422,17.00333682,18.50477909,15.23771482,15.94453583,18.50477909,13.04088262,14.88573485,16.4178867,118,72,66,6,86,133,103.6,115.3833333,65.5,90.5,127.1666667,115.5,6.51315773,11.22352555,2.545655066,3.993457038,2559,1112,7276,2384.6,3235.316667,4223,7347,4086.033333,1.412,0.593,-0.431,-0.489,1.022,6.864,2.049,2.21,0.6817,0.73105,2.505,8.838,0.5064,1.639916667,0.7804,2.773433333,-42.17391,-24.2381,-48.95455,40.27273,40.27273,-25.05276901,-33.80734032,-42.56191163
8/10/2007,17.191779,7/11/2007,6/11/2007,16.12062173,13.04088262,17.03904206,18.50477909,15.23771482,16.01371744,18.50477909,13.23124966,14.98839282,16.56621023,89,76,114,8,98,136,102.7666667,115.2333333,67.76666667,89.5,127.7,111.2333333,6.51315773,10.64293994,2.723536697,3.924627334,2419,1240,7347,2423.9,3153.183333,4223,6259,3882.466667,0.767,0.322,-0.158,-0.131,0.913,5.785,2.049,2.21,0.712533333,0.728616667,2.505,8.838,0.5215,1.548866667,0.7447,2.576233333,-50,-41.38095,-35.68182,40.27273,40.27273,-25.34007068,-34.04597665,-42.75188263
8/11/2007,16.84143822,7/12/2007,6/12/2007,17.20746454,13.23124966,17.02684118,18.50477909,15.23771482,16.07388725,18.50477909,13.40173434,15.12093331,16.58440446,99,86,148,20,53,77,101.1333333,116,69.96666667,89.65,130.8666667,109.3333333,6.532553473,10.16172409,2.902981279,3.864141157,4479,1943,5610,2508.433333,3134.333333,4479,6259,3760.233333,0.499,0.218,0.76,0.584,0.563,3.308,2.049,2.21,0.703833333,0.72755,2.505,8.838,0.5093,1.497366667,0.751266667,2.485433333,-57.30435,-58.52381,-32.68182,40.27273,40.27273,-25.29942201,-34.45635215,-43.6132823
8/12/2007,16.88620852,7/13/2007,6/13/2007,17.13061319,13.40173434,17.01869436,18.50477909,15.23771482,16.13196182,18.50477909,13.60677707,15.24522928,16.53452961,107,84,96,46,52,73,101.5,116.9166667,71.23333333,89.83333333,132.3333333,108.4333333,6.426352568,9.482019941,3.07256957,3.813213368,4608,1942,5814,2597.3,3114.233333,4608,6259,3631.166667,0.502,0.232,0.998,0.728,0.25,1.267,2.049,2.21,0.6873,0.73175,2.505,8.838,0.492766667,1.480116667,0.7762,2.467466667,-65.78261,-70.7619,-11.13636,40.27273,40.27273,-25.13344568,-35.36712299,-45.6008003
8/13/2007,16.86054397,7/14/2007,6/14/2007,16.36820669,13.60677707,17.0351056,18.50477909,15.23771482,16.18619127,18.50477909,13.7783998,15.33727693,16.55864631,113,65,119,81,78,79,101.3,117.5,70.7,89.6,133.7,108.5,6.877543425,7.499037352,3.246847689,3.802855136,4567,1875,6018,2687.033333,3090.05,4608,6259,3493.066667,0.751,0.274,0.87,0.617,0.311,1.297,2.049,2.21,0.683333333,0.739083333,2.505,8.838,0.481333333,1.463066667,0.794833333,2.4448,-67.13043,-52.38095,10.04545,40.27273,40.27273,-25.62509501,-36.65338765,-47.6816803
8/14/2007,16.79965976,7/15/2007,6/15/2007,15.84574189,13.7783998,17.06690286,18.50477909,15.23771482,16.2365456,18.50477909,13.90064004,15.40618833,16.34027576,74,69,145,106,89,66,98.93333333,117.25,69.46666667,89.65,135.5666667,109.8333333,6.94385954,6.70772748,3.424106744,3.80679067,4468,1888,6259,2773.033333,3060.2,4608,6128,3347.366667,1.06,0.433,0.682,0.514,0.046,0.166,2.049,2.21,0.695933333,0.755983333,2.505,8.838,0.478633333,1.467516667,0.816033333,2.4564,-57.3913,-42.7619,8.909091,40.27273,40.27273,-26.11274168,-37.75839417,-49.40404667
8/15/2007,16.51138997,7/16/2007,6/16/2007,16.24120523,13.90064004,17.07590902,18.50477909,15.23771482,16.2800581,18.50477909,14.2322472,15.48420717,16.09684015,89,95,176,106,145,130,96.03333333,116.3166667,69.1,89.06666667,136.6,109.0333333,7.298933398,4.519050911,3.611086166,3.853122045,4360,1858,6128,2856.433333,3030.733333,4608,5339,3205.033333,1.5,0.824,0.864,0.701,0.34,1.074,2.049,2.21,0.717133333,0.775316667,2.505,8.838,0.482733333,1.46335,0.8335,2.443966667,-55.78261,-50.09524,-30.63636,40.27273,40.27273,-26.30232068,-38.17749834,-50.052676
8/16/2007,16.07983326,7/17/2007,6/17/2007,16.1156118,14.69748645,17.0747164,18.50477909,15.23771482,16.30309721,18.50477909,14.2322472,15.53147802,15.91082995,105,164,170,41,192,135,93.86666667,114.8666667,73.2,89.55,135.8666667,105.9,7.670548143,4.44420226,3.810826869,3.906894476,3573,4210,2465,2835.2,3049.2,4608,5339,3263.2,2.138,1.886,1.589,1.173,0.911,2.566,2.138,2.21,0.735433333,0.795766667,2.505,8.838,0.5065,1.452016667,0.8561,2.397533333,-41.08696,-40.80952,-51.90909,40.27273,40.27273,-26.31156868,-37.9971295,-49.68269033
8/17/2007,15.74750677,7/18/2007,6/18/2007,15.91343513,14.55967141,17.06918546,18.50477909,15.23771482,16.32289447,18.50477909,14.2322472,15.57660348,15.78922454,82,143,172,72,112,51,90.86666667,114.3666667,75.56666667,91.08333333,137.8666667,106.6,8.341696876,4.895198664,4.033425184,3.964336113,3569,4223,2520,2813.4,3066.683333,4608,5339,3319.966667,2.166,1.656,1.914,1.599,0.488,1.741,2.166,2.21,0.743833333,0.823733333,2.505,8.838,0.5084,1.4506,0.903633333,2.3928,-22.13043,-39.80952,-51.13636,40.27273,40.27273,-25.72226568,-37.51369734,-49.305129
8/18/2007,15.99312459,7/19/2007,6/19/2007,15.43815571,14.2322472,17.08768442,18.50477909,15.23771482,16.35224242,18.50477909,14.61099529,15.61680043,15.61728127,84,107,156,116,91,38,88.46666667,114.25,75.26666667,92.23333333,140.0333333,109.2,7.701042391,5.576821125,4.232066739,3.999739801,3627,4085,2610,2798.133333,3083.633333,4608,5339,3369.133333,1.649,2.012,2.049,2.505,0.123,0.387,2.166,2.21,0.7305,0.849166667,2.012,8.838,0.491966667,1.477683333,0.967833333,2.4634,-8.695652,-47.28571,-76.54545,40.27273,40.27273,-24.43593041,-36.38286737,-48.32980433
8/19/2007,16.29366386,7/20/2007,6/20/2007,15.23771482,14.83269508,17.12288272,18.50477909,15.38148891,16.3765919,18.50477909,14.61099529,15.63030108,15.60748385,69,35,82,74,145,93,88.03333333,112.9833333,73.96666667,91.26666667,137.9333333,108.5666667,7.178004385,5.755475512,4.410213833,4.023448615,3620,3935,2615,2787.633333,3100.383333,4608,5339,3413.133333,1.15,1.644,1.101,1.682,0.466,1.285,2.166,2.21,0.732133333,0.860566667,2.012,8.838,0.4907,1.483666667,0.989,2.476633333,-28.65217,-44.33333,-112.2727,40.27273,40.27273,-23.91322508,-34.98919187,-46.06515867
8/20/2007,16.14091325,7/21/2007,6/21/2007,15.38148891,14.9180041,17.14819687,18.50477909,15.74750677,16.39697372,18.50477909,14.61099529,15.64575058,15.68952252,60,50,52,49,206,172,88.3,110.55,74,89.23333333,132.8,104.4666667,4.317850146,5.680788535,4.473302889,4.000732976,3581,3836,2599,2779.133333,3116.75,4608,5339,3454.366667,0.548,0.707,0.385,0.537,1.221,3.207,2.166,2.21,0.737566667,0.84935,2.012,8.838,0.496366667,1.442,0.961133333,2.387633333,-44.04348,-50.85714,-107.9524,40.27273,40.27273,-23.68610308,-33.9240432,-44.16198333
8/21/2007,16.34888333,7/22/2007,6/22/2007,16.06662469,14.76999987,17.15760549,18.50477909,15.74750677,16.42328845,18.50477909,14.61099529,15.6889714,15.89155036,111,80,73,66,168,207,89.56666667,109.6,74.46666667,87.11666667,129.6333333,99.76666667,3.926477437,5.518823179,4.522095098,3.97419388,2024,2206,3895,2773.066667,3085.566667,4608,5339,3398.066667,0.812,0.429,0.542,0.621,1.566,5.089,2.166,2.21,0.746566667,0.836783333,2.012,8.838,0.489966667,1.364333333,0.927,2.2387,-44.26087,-55.47619,-62.28571,40.27273,40.27273,-23.31225908,-33.6236292,-43.93499933
8/22/2007,16.3123363,7/23/2007,6/23/2007,16.32362845,14.62768654,17.15722908,18.50477909,15.74750677,16.45136594,18.50477909,14.61099529,15.7455028,16.19004639,134,93,62,68,136,209,91.96666667,109.5666667,75.3,85.18333333,127.1666667,95.06666667,4.177044738,5.500751696,4.577515186,3.952132097,1945,2244,3956,2763.1,3052.05,4608,5339,3341,0.823,0.435,0.796,0.838,1.453,5.397,2.166,2.21,0.747466667,0.826283333,2.012,8.838,0.476533333,1.281633333,0.9051,2.086733333,-33.86957,-37.85714,-45.14286,40.27273,40.27273,-23.17934008,-33.43574104,-43.692142
8/23/2007,16.39041801,7/24/2007,6/24/2007,16.44829494,14.68152992,17.15529985,18.50477909,15.74750677,16.47984741,18.50477909,14.61099529,15.80439497,16.49146745,76,25,37,72,152,221,93.26666667,108.3,73.73333333,81.91666667,123.3333333,90.1,3.726837256,5.446513206,4.624641526,3.923470831,1922,2312,3975,2750.1,3017.833333,4608,5339,3285.566667,0.272,0.129,0.311,0.384,1.566,6.189,2.166,2.21,0.746166667,0.804716667,2.012,8.838,0.468033333,1.180633333,0.863266667,1.893233333,-27.52174,-25.19048,-70.47619,40.27273,40.27273,-23.25704874,-32.71983354,-42.18261833
8/24/2007,16.74674627,7/25/2007,6/25/2007,16.73019494,15.48087428,17.15585156,18.50477909,15.74750677,16.50094528,18.50477909,14.61099529,15.84603899,16.69407205,46,4,54,62,120,116,93,107.0666667,71.8,80.05,121.1333333,88.3,3.46024163,5.997536685,4.66366865,3.881182581,1998,2443,3995,2735.266667,2984.55,4608,5339,3233.833333,-0.372,-0.106,0.049,0.051,1.307,4.987,2.166,2.21,0.732133333,0.776733333,2.012,8.838,0.4628,1.09575,0.821333333,1.7287,-45.43478,-10.5,-66.04762,40.27273,40.27273,-24.42154141,-32.3762862,-40.331031
8/25/2007,16.61879469,7/26/2007,6/26/2007,16.88859424,15.53081515,17.14685824,18.50477909,15.74750677,16.51907827,18.50477909,14.61099529,15.89129829,16.86558038,28,8,74,66,153,131,91.46666667,104.9833333,69.86666667,78,118.5,86.13333333,2.760684745,5.839607294,4.67907054,3.829867205,2003,2481,3926,2719.333333,2952.5,4608,5339,3185.666667,0.03,0.008,0.215,0.187,0.836,2.09,2.166,2.21,0.725966667,0.7633,2.012,8.838,0.456833333,1.06105,0.800633333,1.665266667,-79.13043,-1.909091,-67.04762,40.27273,40.27273,-26.99558604,-32.57766637,-38.1597467
8/26/2007,17.04569136,7/27/2007,6/27/2007,17.07964766,15.42734761,17.14572637,18.50477909,15.74750677,16.54605066,18.50477909,14.61099529,15.94637496,17.09377746,54,29,87,62,157,121,90.36666667,103.2666667,68.76666667,76.46666667,116.1666667,84.16666667,2.284376914,6.005953254,4.678890872,3.767840932,1675,1666,4281,2719.633333,2909.066667,4608,5339,3098.5,0.357,0.101,0.555,0.443,1.098,2.419,2.166,2.21,0.719366667,0.75095,2.012,8.838,0.445433333,1.022416667,0.782533333,1.5994,-91.21739,-11.04545,-68.28571,40.27273,40.27273,-29.66798404,-32.95986104,-36.25173803
8/27/2007,16.92383565,7/28/2007,6/28/2007,17.18117014,15.31194582,17.13714855,18.50477909,15.74750677,16.5729155,18.50477909,14.61099529,16.00868244,17.33926448,56,23,113,88,162,95,88.46666667,101.5,66.6,75.26666667,114.5333333,83.93333333,1.395846887,6.42561764,4.661433997,3.68401142,1850,1637,4298,2726.733333,2868.266667,4608,5339,3009.8,0.244,0.088,0.281,0.111,1.381,3.023,2.166,2.21,0.718133333,0.732,2.012,8.838,0.444666667,0.9735,0.745866667,1.502333333,-92.3913,-17.36364,-52.19048,40.27273,40.27273,-32.16890604,-33.6298747,-35.09084337
8/28/2007,16.84768605,7/29/2007,6/29/2007,17.58928032,15.09123473,17.11242874,18.50477909,15.74750677,16.60218968,18.50477909,14.61099529,16.09195063,17.58646487,54,14,111,104,176,148,86.56666667,99.46666667,63.6,73.03333333,112.3666667,82.46666667,1.599135513,6.610016715,4.645956863,3.600496733,1840,1673,4394,2732.3,2825.7,4608,5339,2919.1,0.123,0.04,0.557,0.195,1.613,3.886,2.166,2.21,0.703666667,0.707166667,2.012,8.838,0.4395,0.9094,0.710666667,1.3793,-98.69565,4.954545,-49.80952,40.27273,40.27273,-35.62391254,-34.44464354,-33.26537453
8/29/2007,16.86385758,7/30/2007,6/30/2007,17.95763002,14.97428807,17.07596966,18.50477909,15.74750677,16.63368251,18.50477909,14.61099529,16.19139536,17.7851016,68,22,77,84,221,179,86.26666667,96.91666667,61.53333333,70.41666667,107.5666667,79.3,3.525900415,6.262705407,4.694705226,3.554883317,1803,1682,4522,2736.333333,2780.383333,4608,5339,2824.433333,0.323,0.07,0.415,0.135,2.127,6.807,2.166,2.21,0.7006,0.6771,2.012,8.838,0.437333333,0.797116667,0.6536,1.1569,-103.4091,40.27273,-55.14286,30.22727,40.27273,-40.41330688,-35.24908087,-30.08485487
8/30/2007,16.4204578,7/31/2007,7/1/2007,18.12459619,14.74690543,17.01916505,18.50477909,15.74750677,16.66157505,18.50477909,14.61099529,16.30398505,17.94978426,50,39,53,41,156,139,86.16666667,95.15,61.46666667,68.75,104.1333333,76.03333333,3.628269892,5.695254981,4.751290924,3.520433565,1783,1632,4479,2741.366667,2735.45,4608,5339,2729.533333,0.502,0.115,0.049,0.012,2.21,8.838,2.166,2.166,0.7157,0.648633333,2.012,7.642,0.440766667,0.651733333,0.581566667,0.8627,-118.9091,30.22727,-54.65,9.695652,40.27273,-45.38451921,-36.32006587,-27.25561253
8/31/2007,16.10732985,8/1/2007,7/2/2007,18.07283134,14.61099529,16.95364833,18.50477909,15.74750677,16.68651396,18.50477909,15.0330285,16.41937958,18.07379955,58,86,36,13,122,128,86.9,94.08333333,63.9,68.05,101.2666667,72.2,3.371504738,4.95783443,4.800873544,3.493994737,3922,2021,5339,2804.733333,2711.833333,4608,5320,2618.933333,0.626,0.145,-0.018,-0.005,1.666,7.642,2.166,2.166,0.737166667,0.6313,2.012,3.885,0.445766667,0.526783333,0.525433333,0.6078,-122.0909,6,-44.8,9.695652,40.27273,-49.65421588,-37.60824754,-25.5622792
9/1/2007,16.16088837,8/2/2007,7/3/2007,18.00458341,15.0330285,16.89219183,18.50477909,15.74750677,16.70531162,18.50477909,15.1841923,16.51843142,18.09991422,54,126,73,26,133,136,86.26666667,92.76666667,67.23333333,67.88333333,99.26666667,68.53333333,3.49684019,4.144002207,4.857727798,3.483208703,4020,2019,5320,2871.433333,2690.166667,4608,5211,2508.9,0.755,0.169,-0.129,-0.02,0.856,3.885,2.166,2.166,0.766633333,0.629616667,2.012,2.505,0.452066667,0.46485,0.4926,0.477633333,-77.78261,7.695652,-30.75,9.695652,40.27273,-52.50349128,-38.39212437,-24.28075747
9/2/2007,15.77413394,8/3/2007,7/4/2007,18.20935681,15.1841923,16.81101773,18.50477909,15.74750677,16.71514398,18.50477909,15.23771482,16.61927023,18.10039942,48,134,93,59,100,109,84.76666667,91.9,69.73333333,68.3,99.03333333,66.86666667,3.457072265,3.927770052,4.912003495,3.47536374,4070,2040,5211,2939.1,2671.15,4608,5150,2403.2,0.755,0.087,0.258,0.03,0.323,1.512,2.166,2.166,0.7832,0.636816667,2.012,2.505,0.453966667,0.4411,0.490433333,0.428233333,-48.69565,0.8695652,-24.85,9.695652,40.27273,-54.15566512,-38.78955187,-23.42343863
9/3/2007,15.80301418,8/4/2007,7/5/2007,18.08820333,15.70740589,16.73484476,18.50477909,15.74750677,16.71673745,18.50477909,15.23771482,16.69863015,18.1349155,64,156,97,83,93,92,83.66666667,91.41666667,72.16666667,69.36666667,99.16666667,66.56666667,3.409760484,3.462334379,4.981500555,3.474487509,4038,2084,5150,3004.233333,2652.616667,4608,5143,2301,1.389,0.157,0.082,0.009,-0.235,-0.899,2.166,2.166,0.826766667,0.663883333,2.012,2.505,0.4589,0.4587,0.501,0.4585,-32.82609,9.695652,-15,0.08695652,40.27273,-55.57305652,-39.08665337,-22.60025023
9/4/2007,16.07569557,8/5/2007,7/6/2007,18.12702221,16.34749054,16.66646721,18.50477909,15.74750677,16.71220754,18.50477909,15.23771482,16.75794787,18.23495464,117,215,101,82,97,117,84.2,91.75,76.6,71,99.3,65.4,3.488110338,3.145063849,5.03200281,3.48020495,3882,2047,5143,3065.4,2631.6,4608,4608,2197.8,1.907,0.481,0.735,0.148,-0.278,-0.859,2.166,2.166,0.865833333,0.7003,2.012,2.505,0.47,0.481033333,0.534766667,0.492066667,-28.04348,0.08695652,-2.52381,-8.695652,40.27273,-56.51073773,-39.5119812,-22.51322468
9/5/2007,15.31828774,8/6/2007,7/7/2007,18.24541174,16.08517052,16.56889641,18.50477909,15.31828774,16.69942616,18.50477909,15.23771482,16.82995591,18.19965987,75,62,121,61,151,155,82.66666667,90.48333333,76.63333333,69.45,98.3,62.26666667,3.50247825,2.844929503,4.919616292,3.491164096,2688,2588,1204,3068.733333,2656.333333,4608,4608,2243.933333,0.907,0.417,1.016,0.231,0.238,0.604,2.166,2.166,0.8622,0.71145,2.012,2.505,0.4762,0.477916667,0.5607,0.479633333,-9.521739,-23.04348,-18.42857,-8.695652,40.27273,-56.06001303,-39.36353402,-22.66705501
9/6/2007,16.39192137,8/7/2007,7/8/2007,18.50477909,16.38899554,16.49846782,18.03288296,15.31828774,16.69947492,18.50477909,15.23771482,16.90048203,18.06704167,41,8,140,66,125,81,79.36666667,89.08333333,74.7,68.23333333,98.8,61.76666667,3.524093343,2.625485572,4.793382806,3.506140892,2846,2590,1192,3077.266667,2683.9,4608,4608,2290.533333,-0.107,-0.024,1.203,0.342,0.57,1.132,2.166,2.166,0.818533333,0.700166667,2.012,2.505,0.464,0.45865,0.5818,0.4533,-52.65217,-45.34783,-16.2381,-8.695652,40.27273,-56.30349103,-39.97043519,-23.63737934
9/7/2007,16.19648684,8/8/2007,7/9/2007,18.03288296,16.27723554,16.43725461,17.42511233,15.31828774,16.69812911,18.50477909,15.23771482,16.95900361,17.87999302,47,14,158,71,66,25,75.66666667,88.76666667,72.8,68.05,101.8666667,63.3,3.814512652,1.731936168,4.695462916,3.5408505,2948,2579,1204,3089.566667,2712.966667,4608,4608,2336.366667,0.023,0.003,1.068,0.378,-0.086,-0.133,2.166,2.166,0.7837,0.701983333,2.012,2.505,0.4515,0.460916667,0.620266667,0.470333333,-106.5217,-42.47826,-17.95238,-8.695652,40.27273,-58.43827237,-41.44659052,-24.45490868
9/8/2007,15.78009888,8/9/2007,7/10/2007,17.42511233,16.09511614,16.38242083,17.191779,15.31828774,16.69287882,18.50477909,15.23771482,17.00333682,17.59919832,68,11,118,72,66,6,74,88.8,70.76666667,68.13333333,103.6,65.5,4.158055343,1.730648274,4.616959504,3.581307285,2864,2559,1112,3099.733333,2742.166667,4608,4608,2384.6,0.257,0.026,1.412,0.593,-0.431,-0.489,2.166,2.166,0.7452,0.71345,2.012,2.505,0.4326,0.4695,0.6817,0.5064,-101,-42.17391,-24.2381,-8.695652,40.27273,-60.39914203,-42.72595552,-25.05276901
9/9/2007,16.21983213,8/10/2007,7/11/2007,17.191779,16.12062173,16.3500226,17.04569136,15.31828774,16.69453233,18.50477909,15.23771482,17.03904206,17.27548421,72,5,89,76,114,8,73.43333333,88.1,68.4,68.08333333,102.7666667,67.76666667,4.267807032,1.176708789,4.54211448,3.632825589,2866,2419,1240,3114.633333,2769.266667,4608,4608,2423.9,0.19,0.022,0.767,0.322,-0.158,-0.131,2.166,2.166,0.725966667,0.71925,2.012,2.505,0.4226,0.47205,0.712533333,0.5215,-108.5217,-50,-41.38095,-8.695652,40.27273,-62.34986537,-43.84496802,-25.34007068
9/10/2007,16.10019912,8/11/2007,7/12/2007,16.84143822,17.20746454,16.32531463,17.04569136,15.31828774,16.67607791,18.50477909,15.23771482,17.02684118,17.04101641,91,20,99,86,148,20,73.16666667,87.15,66.2,68.08333333,101.1333333,69.96666667,4.3843718,1.149216012,4.470508425,3.686744852,4023,4479,1943,3099.433333,2803.933333,4608,4608,2508.433333,0.419,0.108,0.499,0.218,0.76,0.584,2.166,2.166,0.7233,0.713566667,2.012,2.505,0.418933333,0.464116667,0.703833333,0.5093,-124.1304,-57.30435,-58.52381,-8.695652,40.27273,-64.57740037,-44.93841119,-25.29942201
9/11/2007,16.52325245,8/12/2007,7/13/2007,16.88620852,17.13061319,16.3132161,17.04569136,15.31828774,16.66595523,18.50477909,15.23771482,17.01869436,16.91592589,154,74,107,84,96,46,74.73333333,88.11666667,65.86666667,68.55,101.5,71.23333333,4.331174119,1.338703842,4.400669143,3.736619356,3880,4608,1942,3075.166667,2836.233333,4567,4608,2597.3,1.376,0.448,0.502,0.232,0.998,0.728,2.166,2.166,0.752433333,0.719866667,2.012,2.505,0.426133333,0.45945,0.6873,0.492766667,-117.6087,-65.78261,-70.7619,-8.695652,40.27273,-66.3049367,-45.71919119,-25.13344568
9/12/2007,16.3455129,8/13/2007,7/14/2007,16.86054397,16.36820669,16.29604839,17.04569136,15.31828774,16.665577,18.50477909,15.23771482,17.0351056,16.77984809,174,74,113,65,119,81,76.76666667,89.03333333,66.16666667,68.43333333,101.3,70.7,3.009857926,1.649199842,4.271746293,3.759296991,3815,4567,1875,3050.1,2868.566667,4468,4608,2687.033333,1.902,1.123,0.751,0.274,0.87,0.617,2.166,2.166,0.7908,0.737066667,2.012,2.505,0.454433333,0.467883333,0.683333333,0.481333333,-103.0435,-67.13043,-52.38095,-8.695652,40.27273,-67.50203903,-46.56356702,-25.62509501
9/13/2007,15.75616629,8/14/2007,7/15/2007,16.79965976,15.84574189,16.26126528,17.04569136,15.31828774,16.66408407,18.50477909,15.23771482,17.06690286,16.6275271,168,55,74,69,145,106,79.9,89.41666667,65.7,67.58333333,98.93333333,69.46666667,3.021432973,1.626087905,4.140998741,3.782552742,3787,4468,1888,3027.4,2900.216667,4360,4608,2773.033333,1.986,1.902,1.06,0.433,0.682,0.514,2.166,2.166,0.821666667,0.7588,2.012,2.505,0.5034,0.491016667,0.695933333,0.478633333,-97.04348,-57.3913,-42.7619,-8.695652,40.27273,-68.82377837,-47.46826002,-26.11274168
9/14/2007,14.96280668,8/15/2007,7/16/2007,16.51138997,16.24120523,16.20964584,17.04569136,14.96280668,16.64277743,18.50477909,14.96280668,17.07590902,16.39978675,140,57,89,95,176,106,81.6,88.81666667,64.43333333,66.76666667,96.03333333,69.1,3.217995097,1.689550745,4.004967464,3.808026815,3754,4360,1858,3007.2,2931.816667,4070,4608,2856.433333,1.911,2.289,1.5,0.824,0.864,0.701,2.166,2.166,0.835366667,0.77625,2.289,2.505,0.552233333,0.517483333,0.717133333,0.482733333,-93.68182,-55.78261,-50.09524,-8.695652,40.27273,-70.08708537,-48.19470302,-26.30232068
9/15/2007,14.42096704,8/16/2007,7/17/2007,16.07983326,16.1156118,16.1543503,17.04569136,14.42096704,16.61453335,18.50477909,14.42096704,17.0747164,16.22630287,126,67,105,164,170,41,82.3,88.08333333,61.2,67.2,93.86666667,73.2,3.296613863,1.678327046,3.859169655,3.834998262,3661,3573,4210,3010.133333,2922.666667,4070,4608,2835.2,1.563,2.628,2.138,1.886,1.589,1.173,2.166,2.166,0.8162,0.775816667,2.628,2.628,0.576966667,0.541733333,0.735433333,0.5065,-98.54545,-41.08696,-40.80952,-8.695652,40.27273,-72.00236837,-49.15696852,-26.31156868
9/16/2007,14.47450369,8/17/2007,7/18/2007,15.74750677,15.91343513,16.11191686,17.04569136,14.42096704,16.59055116,18.50477909,14.42096704,17.06918546,16.12510369,172,91,82,143,172,72,85.3,88.08333333,59.46666667,67.51666667,90.86666667,75.56666667,3.29903664,1.663747433,3.69108098,3.862253082,3525,3569,4223,3008.666667,2911.033333,4070,4608,2813.4,1.439,2.965,2.166,1.656,1.914,1.599,1.986,2.166,0.791966667,0.7679,2.965,2.965,0.6206,0.5645,0.743833333,0.5084,-82.81818,-22.13043,-39.80952,-8.695652,40.27273,-74.02529337,-49.87377952,-25.72226568
9/17/2007,14.76697938,8/18/2007,7/19/2007,15.99312459,15.43815571,16.07104535,17.04569136,14.42096704,16.57936489,18.50477909,14.42096704,17.08768442,16.05100835,144,79,84,107,156,116,87.3,87.88333333,58.53333333,66.9,88.46666667,75.26666667,3.131170203,1.741795736,3.538751907,3.885409323,3538,3627,4085,3005.7,2901.916667,4070,4608,2798.133333,1.372,3.135,1.649,2.012,2.049,2.505,1.986,2.166,0.782733333,0.756616667,3.135,3.135,0.658033333,0.575,0.7305,0.491966667,-55.59091,-8.695652,-47.28571,-9.521739,40.27273,-75.58846863,-50.01219952,-24.43593041
9/18/2007,15.03371704,8/19/2007,7/20/2007,16.29366386,15.23771482,16.02904713,17.04569136,14.42096704,16.57596492,18.50477909,14.42096704,17.12288272,16.10481836,108,92,69,35,82,74,88.6,88.31666667,60.43333333,67.2,88.03333333,73.96666667,3.038659206,1.833591568,3.400773734,3.905493784,3599,3620,3935,3005,2896.316667,4070,4608,2787.633333,1.122,2.069,1.15,1.644,1.101,1.682,1.986,2.166,0.7818,0.756966667,3.135,3.135,0.6722,0.58145,0.732133333,0.4907,-56.36364,-28.65217,-44.33333,-9.521739,40.27273,-76.5121843,-50.21270469,-23.91322508
